"nr_glosowania" "za" "przeciw" "wstrzymal" "nieobecny" "obecny" "tendencja" "proc_zgodnosci"
"69" 69 0 231 0 4 231 "Przeciw" 1
"70" 70 229 0 0 6 229 "Za" 1
"71" 71 232 0 1 2 233 "Za" 1
"72" 72 233 0 0 2 233 "Za" 1
"73" 73 210 4 19 2 233 "Za" 0.9
"74" 74 229 0 3 3 232 "Za" 0.99
"75" 75 233 0 0 2 233 "Za" 1
"76" 76 234 0 0 1 234 "Za" 1
"77" 77 0 232 0 3 232 "Przeciw" 1
"78" 78 234 0 0 0 234 "Za" 1
"79" 79 234 0 0 0 234 "Za" 1
"80" 80 234 0 0 0 234 "Za" 1
"81" 81 233 0 0 1 233 "Za" 1
"82" 82 234 0 0 0 234 "Za" 1
"83" 83 234 0 0 0 234 "Za" 1
"84" 84 232 0 0 2 232 "Za" 1
"85" 85 1 229 0 4 230 "Przeciw" 1
"86" 86 234 0 0 0 234 "Za" 1
"87" 87 234 0 0 0 234 "Za" 1
"88" 88 234 0 0 0 234 "Za" 1
"89" 89 234 0 0 0 234 "Za" 1
"90" 90 234 0 0 0 234 "Za" 1
"91" 91 234 0 0 0 234 "Za" 1
"92" 92 1 232 0 1 233 "Przeciw" 1
"93" 93 234 0 0 0 234 "Za" 1
"94" 94 232 0 0 2 232 "Za" 1
"95" 95 0 234 0 0 234 "Przeciw" 1
"96" 96 233 0 0 1 233 "Za" 1
"97" 97 218 6 7 3 231 "Za" 0.94
"98" 98 231 1 0 2 232 "Za" 1
"99" 99 234 0 0 0 234 "Za" 1
"100" 100 233 0 0 1 233 "Za" 1
"101" 101 232 0 0 2 232 "Za" 1
"102" 102 0 233 0 1 233 "Przeciw" 1
"103" 103 228 1 3 2 232 "Za" 0.98
"104" 104 232 0 0 2 232 "Za" 1
"105" 105 1 31 197 5 229 "Wstrzyma³ siê" 0.86
"106" 106 231 0 0 3 231 "Za" 1
"107" 107 231 0 0 1 231 "Za" 1
"108" 108 230 1 1 0 232 "Za" 0.99
"109" 109 231 0 0 1 231 "Za" 1
"110" 110 232 0 0 0 232 "Za" 1
"111" 111 231 0 0 1 231 "Za" 1
"112" 112 232 0 0 0 232 "Za" 1
"113" 113 228 0 0 4 228 "Za" 1
"114" 114 232 0 0 0 232 "Za" 1
"115" 115 232 0 0 0 232 "Za" 1
"116" 116 1 230 0 1 231 "Przeciw" 1
"117" 117 231 0 0 1 231 "Za" 1
"118" 118 0 230 0 2 230 "Przeciw" 1
"119" 119 0 229 0 3 229 "Przeciw" 1
"120" 120 231 0 0 3 231 "Za" 1
"121" 121 0 232 0 2 232 "Przeciw" 1
"122" 122 0 232 0 2 232 "Przeciw" 1
"123" 123 0 229 0 5 229 "Przeciw" 1
"124" 124 233 0 0 1 233 "Za" 1
"125" 125 234 0 0 0 234 "Za" 1
"126" 126 234 0 0 0 234 "Za" 1
"127" 127 0 234 0 0 234 "Przeciw" 1
"128" 128 0 234 0 0 234 "Przeciw" 1
"129" 129 1 233 0 0 234 "Przeciw" 1
"130" 130 234 0 0 0 234 "Za" 1
"131" 131 229 0 0 4 229 "Za" 1
"132" 132 230 0 0 3 230 "Za" 1
"133" 133 0 230 0 3 230 "Przeciw" 1
"134" 134 0 228 0 5 228 "Przeciw" 1
"135" 135 0 230 0 3 230 "Przeciw" 1
"136" 136 0 230 0 3 230 "Przeciw" 1
"137" 137 1 227 1 4 229 "Przeciw" 0.99
"138" 138 0 230 0 3 230 "Przeciw" 1
"139" 139 1 229 0 3 230 "Przeciw" 1
"140" 140 0 229 0 4 229 "Przeciw" 1
"141" 141 0 230 0 3 230 "Przeciw" 1
"142" 142 0 230 0 3 230 "Przeciw" 1
"143" 143 230 0 0 3 230 "Za" 1
"144" 144 0 228 0 5 228 "Przeciw" 1
"145" 145 221 2 1 9 224 "Za" 0.99
"146" 146 225 0 0 8 225 "Za" 1
"147" 147 228 0 0 5 228 "Za" 1
"148" 148 1 227 0 5 228 "Przeciw" 1
"149" 149 228 0 0 5 228 "Za" 1
"150" 150 0 228 0 5 228 "Przeciw" 1
"151" 151 0 228 0 5 228 "Przeciw" 1
"152" 152 1 227 0 5 228 "Przeciw" 1
"153" 153 0 228 0 5 228 "Przeciw" 1
"154" 154 1 225 2 5 228 "Przeciw" 0.99
"155" 155 227 0 0 6 227 "Za" 1
"156" 156 227 0 0 6 227 "Za" 1
"157" 157 228 0 0 5 228 "Za" 1
"158" 158 228 0 0 5 228 "Za" 1
"159" 159 227 0 0 6 227 "Za" 1
"160" 160 228 0 0 5 228 "Za" 1
"161" 161 227 1 0 5 228 "Za" 1
"162" 162 1 227 0 5 228 "Przeciw" 1
"163" 163 227 0 0 6 227 "Za" 1
"164" 164 228 0 0 5 228 "Za" 1
"165" 165 228 0 0 5 228 "Za" 1
"166" 166 0 228 0 5 228 "Przeciw" 1
"167" 167 0 227 1 5 228 "Przeciw" 1
"168" 168 6 220 1 6 227 "Przeciw" 0.97
"169" 169 228 0 0 5 228 "Za" 1
"170" 170 228 0 0 5 228 "Za" 1
"171" 171 225 0 0 8 225 "Za" 1
"172" 172 0 218 0 16 218 "Przeciw" 1
"173" 173 227 0 0 7 227 "Za" 1
"174" 174 227 0 0 7 227 "Za" 1
"175" 175 227 0 0 7 227 "Za" 1
"176" 176 226 0 1 7 227 "Za" 1
"177" 177 232 0 0 2 232 "Za" 1
"178" 178 0 232 0 2 232 "Przeciw" 1
"179" 179 0 232 0 2 232 "Przeciw" 1
"180" 180 0 232 0 2 232 "Przeciw" 1
"181" 181 232 0 0 2 232 "Za" 1
"182" 182 232 0 0 2 232 "Za" 1
"183" 183 0 232 0 2 232 "Przeciw" 1
"184" 184 166 56 2 10 224 "Za" 0.74
"185" 185 1 231 0 2 232 "Przeciw" 1
"186" 186 0 231 0 3 231 "Przeciw" 1
"187" 187 231 1 0 2 232 "Za" 1
"188" 188 0 232 0 2 232 "Przeciw" 1
"189" 189 0 232 0 2 232 "Przeciw" 1
"190" 190 0 232 0 2 232 "Przeciw" 1
"191" 191 232 0 0 2 232 "Za" 1
"192" 192 0 232 0 2 232 "Przeciw" 1
"193" 193 0 232 0 2 232 "Przeciw" 1
"194" 194 0 232 0 2 232 "Przeciw" 1
"195" 195 0 228 0 6 228 "Przeciw" 1
"196" 196 0 232 0 2 232 "Przeciw" 1
"197" 197 0 231 0 3 231 "Przeciw" 1
"198" 198 0 232 0 2 232 "Przeciw" 1
"199" 199 0 232 0 2 232 "Przeciw" 1
"200" 200 0 231 0 3 231 "Przeciw" 1
"201" 201 0 232 0 2 232 "Przeciw" 1
"202" 202 231 0 0 3 231 "Za" 1
"203" 203 231 0 0 3 231 "Za" 1
"204" 204 232 0 0 2 232 "Za" 1
"205" 205 232 0 0 2 232 "Za" 1
"206" 206 232 0 0 2 232 "Za" 1
"207" 207 231 1 0 2 232 "Za" 1
"208" 208 232 0 0 2 232 "Za" 1
"209" 209 232 0 0 2 232 "Za" 1
"210" 210 231 0 0 3 231 "Za" 1
"211" 211 232 0 0 2 232 "Za" 1
"212" 212 231 1 0 2 232 "Za" 1
"213" 213 232 0 0 2 232 "Za" 1
"214" 214 232 0 0 2 232 "Za" 1
"215" 215 232 0 0 2 232 "Za" 1
"216" 216 231 0 0 3 231 "Za" 1
"217" 217 230 0 0 4 230 "Za" 1
"218" 218 232 0 0 2 232 "Za" 1
"219" 219 232 0 0 2 232 "Za" 1
"220" 220 231 0 0 3 231 "Za" 1
"221" 221 1 229 1 3 231 "Przeciw" 0.99
"222" 222 232 0 0 2 232 "Za" 1
"223" 223 232 0 0 2 232 "Za" 1
"224" 224 232 0 0 2 232 "Za" 1
"225" 225 232 0 0 2 232 "Za" 1
"226" 226 232 0 0 2 232 "Za" 1
"227" 227 232 0 0 2 232 "Za" 1
"228" 228 232 0 0 2 232 "Za" 1
"229" 229 230 1 0 3 231 "Za" 1
"230" 230 2 230 0 2 232 "Przeciw" 0.99
"231" 231 0 232 0 2 232 "Przeciw" 1
"232" 232 225 0 0 9 225 "Za" 1
"233" 233 214 0 0 20 214 "Za" 1
"234" 234 229 0 0 5 229 "Za" 1
"235" 235 231 0 0 3 231 "Za" 1
"236" 236 231 0 0 3 231 "Za" 1
"237" 237 231 0 0 3 231 "Za" 1
"238" 238 231 0 0 3 231 "Za" 1
"239" 239 0 231 0 3 231 "Przeciw" 1
"240" 240 0 227 0 7 227 "Przeciw" 1
"241" 241 230 0 0 3 230 "Za" 1
"242" 242 0 229 0 4 229 "Przeciw" 1
"243" 243 226 0 0 7 226 "Za" 1
"244" 244 0 213 0 20 213 "Przeciw" 1
"245" 245 228 0 0 6 228 "Za" 1
"246" 246 228 0 0 6 228 "Za" 1
"247" 247 0 228 0 6 228 "Przeciw" 1
"248" 248 0 228 0 6 228 "Przeciw" 1
"249" 249 228 0 0 6 228 "Za" 1
"250" 250 227 0 0 7 227 "Za" 1
"251" 251 0 228 0 6 228 "Przeciw" 1
"252" 252 0 228 0 6 228 "Przeciw" 1
"253" 253 0 228 0 6 228 "Przeciw" 1
"254" 254 0 228 0 6 228 "Przeciw" 1
"255" 255 0 228 0 6 228 "Przeciw" 1
"256" 256 0 227 0 7 227 "Przeciw" 1
"257" 257 0 228 0 6 228 "Przeciw" 1
"258" 258 0 221 0 13 221 "Przeciw" 1
"259" 259 0 228 0 6 228 "Przeciw" 1
"260" 260 228 0 0 6 228 "Za" 1
"261" 261 0 229 0 5 229 "Przeciw" 1
"262" 262 229 0 0 5 229 "Za" 1
"263" 263 0 229 0 5 229 "Przeciw" 1
"264" 264 0 228 0 6 228 "Przeciw" 1
"265" 265 0 228 0 6 228 "Przeciw" 1
"266" 266 0 229 0 5 229 "Przeciw" 1
"267" 267 0 227 0 7 227 "Przeciw" 1
"268" 268 0 228 0 6 228 "Przeciw" 1
"269" 269 0 229 0 5 229 "Przeciw" 1
"270" 270 0 229 0 5 229 "Przeciw" 1
"271" 271 0 228 0 6 228 "Przeciw" 1
"272" 272 1 227 0 6 228 "Przeciw" 1
"273" 273 229 0 0 5 229 "Za" 1
"274" 274 0 228 0 6 228 "Przeciw" 1
"275" 275 227 0 0 7 227 "Za" 1
"276" 276 0 228 0 6 228 "Przeciw" 1
"277" 277 0 226 0 8 226 "Przeciw" 1
"278" 278 229 0 0 5 229 "Za" 1
"279" 279 0 230 0 4 230 "Przeciw" 1
"280" 280 231 0 0 3 231 "Za" 1
"281" 281 231 0 0 3 231 "Za" 1
"282" 282 0 231 0 3 231 "Przeciw" 1
"283" 283 231 0 0 3 231 "Za" 1
"284" 284 0 230 0 4 230 "Przeciw" 1
"285" 285 231 0 0 3 231 "Za" 1
"286" 286 0 231 0 3 231 "Przeciw" 1
"287" 287 0 231 0 3 231 "Przeciw" 1
"288" 288 0 231 0 3 231 "Przeciw" 1
"289" 289 0 231 0 3 231 "Przeciw" 1
"290" 290 230 0 0 4 230 "Za" 1
"291" 291 229 2 0 3 231 "Za" 0.99
"292" 292 0 231 0 3 231 "Przeciw" 1
"293" 293 226 5 0 3 231 "Za" 0.98
"294" 294 0 231 0 3 231 "Przeciw" 1
"295" 295 0 231 0 3 231 "Przeciw" 1
"296" 296 0 231 0 3 231 "Przeciw" 1
"297" 297 0 231 0 3 231 "Przeciw" 1
"298" 298 0 228 0 6 228 "Przeciw" 1
"299" 299 0 231 0 3 231 "Przeciw" 1
"300" 300 0 230 0 4 230 "Przeciw" 1
"301" 301 0 231 0 3 231 "Przeciw" 1
"302" 302 231 0 0 3 231 "Za" 1
"303" 303 0 231 0 3 231 "Przeciw" 1
"304" 304 0 231 0 3 231 "Przeciw" 1
"305" 305 0 231 0 3 231 "Przeciw" 1
"306" 306 0 231 0 3 231 "Przeciw" 1
"307" 307 231 0 0 3 231 "Za" 1
"308" 308 0 231 0 3 231 "Przeciw" 1
"309" 309 231 0 0 3 231 "Za" 1
"310" 310 231 0 0 3 231 "Za" 1
"311" 311 231 0 0 3 231 "Za" 1
"312" 312 0 231 0 3 231 "Przeciw" 1
"313" 313 231 0 0 3 231 "Za" 1
"314" 314 0 230 0 4 230 "Przeciw" 1
"315" 315 0 229 0 5 229 "Przeciw" 1
"316" 316 0 230 0 4 230 "Przeciw" 1
"317" 317 0 230 0 4 230 "Przeciw" 1
"318" 318 0 230 0 4 230 "Przeciw" 1
"319" 319 0 229 0 5 229 "Przeciw" 1
"320" 320 232 0 0 2 232 "Za" 1
"321" 321 0 231 0 3 231 "Przeciw" 1
"322" 322 0 231 0 3 231 "Przeciw" 1
"323" 323 0 231 0 3 231 "Przeciw" 1
"324" 324 0 231 0 3 231 "Przeciw" 1
"325" 325 0 231 0 3 231 "Przeciw" 1
"326" 326 230 0 0 4 230 "Za" 1
"327" 327 0 232 0 2 232 "Przeciw" 1
"328" 328 0 232 0 2 232 "Przeciw" 1
"329" 329 1 231 0 2 232 "Przeciw" 1
"330" 330 226 5 0 3 231 "Za" 0.98
"331" 331 0 232 0 2 232 "Przeciw" 1
"332" 332 0 232 0 2 232 "Przeciw" 1
"333" 333 0 232 0 2 232 "Przeciw" 1
"334" 334 232 0 0 2 232 "Za" 1
"335" 335 0 230 0 4 230 "Przeciw" 1
"336" 336 0 231 0 3 231 "Przeciw" 1
"337" 337 228 0 0 6 228 "Za" 1
"338" 338 0 228 0 6 228 "Przeciw" 1
"339" 339 0 225 1 8 226 "Przeciw" 1
"340" 340 231 0 0 3 231 "Za" 1
"341" 341 231 0 0 3 231 "Za" 1
"342" 342 0 231 0 3 231 "Przeciw" 1
"343" 343 0 231 0 3 231 "Przeciw" 1
"344" 344 230 0 0 4 230 "Za" 1
"345" 345 230 0 0 4 230 "Za" 1
"346" 346 0 228 0 6 228 "Przeciw" 1
"347" 347 223 0 0 11 223 "Za" 1
"348" 348 0 233 0 1 233 "Przeciw" 1
"349" 349 0 4 229 1 233 "Wstrzyma³ siê" 0.98
"350" 350 230 0 0 4 230 "Za" 1
"351" 351 228 2 0 4 230 "Za" 0.99
"352" 352 233 0 0 1 233 "Za" 1
"353" 353 0 232 0 2 232 "Przeciw" 1
"354" 354 81 31 104 18 216 "Wstrzyma³ siê" 0.48
"355" 355 233 0 0 1 233 "Za" 1
"356" 356 2 226 0 6 228 "Przeciw" 0.99
"357" 357 231 0 0 3 231 "Za" 1
"358" 358 1 226 0 7 227 "Przeciw" 1
"359" 359 0 228 0 6 228 "Przeciw" 1
"360" 360 0 227 0 7 227 "Przeciw" 1
"361" 361 0 226 1 7 227 "Przeciw" 1
"362" 362 0 224 0 10 224 "Przeciw" 1
"363" 363 231 0 0 3 231 "Za" 1
"364" 364 0 227 0 7 227 "Przeciw" 1
"365" 365 0 231 0 3 231 "Przeciw" 1
"366" 366 0 231 0 3 231 "Przeciw" 1
"367" 367 0 226 0 8 226 "Przeciw" 1
"368" 368 0 230 0 4 230 "Przeciw" 1
"369" 369 0 229 0 5 229 "Przeciw" 1
"370" 370 0 224 0 10 224 "Przeciw" 1
"371" 371 0 230 0 4 230 "Przeciw" 1
"372" 372 0 229 0 5 229 "Przeciw" 1
"373" 373 0 225 0 9 225 "Przeciw" 1
"374" 374 1 224 0 9 225 "Przeciw" 1
"375" 375 232 0 0 2 232 "Za" 1
"376" 376 0 231 0 3 231 "Przeciw" 1
"377" 377 0 229 0 5 229 "Przeciw" 1
"378" 378 0 227 0 7 227 "Przeciw" 1
"379" 379 0 222 0 12 222 "Przeciw" 1
"380" 380 0 227 0 7 227 "Przeciw" 1
"381" 381 0 224 0 10 224 "Przeciw" 1
"382" 382 0 228 0 6 228 "Przeciw" 1
"383" 383 0 229 0 5 229 "Przeciw" 1
"384" 384 0 222 0 12 222 "Przeciw" 1
"385" 385 0 227 0 7 227 "Przeciw" 1
"386" 386 0 228 0 6 228 "Przeciw" 1
"387" 387 0 222 0 12 222 "Przeciw" 1
"388" 388 0 225 0 9 225 "Przeciw" 1
"389" 389 0 229 0 5 229 "Przeciw" 1
"390" 390 0 228 0 6 228 "Przeciw" 1
"391" 391 0 230 0 4 230 "Przeciw" 1
"392" 392 0 230 1 3 231 "Przeciw" 1
"393" 393 1 230 0 3 231 "Przeciw" 1
"394" 394 0 225 0 9 225 "Przeciw" 1
"395" 395 1 225 0 8 226 "Przeciw" 1
"396" 396 1 231 0 2 232 "Przeciw" 1
"397" 397 0 233 0 1 233 "Przeciw" 1
"398" 398 0 227 0 7 227 "Przeciw" 1
"399" 399 0 227 0 7 227 "Przeciw" 1
"400" 400 0 228 0 6 228 "Przeciw" 1
"401" 401 0 227 0 7 227 "Przeciw" 1
"402" 402 1 229 0 4 230 "Przeciw" 1
"403" 403 0 230 0 4 230 "Przeciw" 1
"404" 404 0 232 0 2 232 "Przeciw" 1
"405" 405 1 228 0 5 229 "Przeciw" 1
"406" 406 0 230 0 4 230 "Przeciw" 1
"407" 407 0 224 0 10 224 "Przeciw" 1
"408" 408 0 219 0 15 219 "Przeciw" 1
"409" 409 0 229 0 5 229 "Przeciw" 1
"410" 410 0 229 0 5 229 "Przeciw" 1
"411" 411 0 232 0 2 232 "Przeciw" 1
"412" 412 0 230 0 4 230 "Przeciw" 1
"413" 413 1 229 0 4 230 "Przeciw" 1
"414" 414 0 231 0 3 231 "Przeciw" 1
"415" 415 0 228 0 6 228 "Przeciw" 1
"416" 416 0 227 0 7 227 "Przeciw" 1
"417" 417 1 230 0 3 231 "Przeciw" 1
"418" 418 1 222 0 11 223 "Przeciw" 1
"419" 419 231 0 0 3 231 "Za" 1
"420" 420 0 230 0 4 230 "Przeciw" 1
"421" 421 0 230 0 4 230 "Przeciw" 1
"422" 422 0 231 0 3 231 "Przeciw" 1
"423" 423 0 231 0 3 231 "Przeciw" 1
"424" 424 0 231 0 3 231 "Przeciw" 1
"425" 425 0 232 0 2 232 "Przeciw" 1
"426" 426 1 231 0 2 232 "Przeciw" 1
"427" 427 232 1 0 1 233 "Za" 1
"428" 428 0 231 0 3 231 "Przeciw" 1
"429" 429 0 232 0 2 232 "Przeciw" 1
"430" 430 0 232 0 2 232 "Przeciw" 1
"431" 431 0 233 0 1 233 "Przeciw" 1
"432" 432 0 231 0 3 231 "Przeciw" 1
"433" 433 0 233 0 1 233 "Przeciw" 1
"434" 434 0 231 0 3 231 "Przeciw" 1
"435" 435 0 232 0 2 232 "Przeciw" 1
"436" 436 0 230 0 4 230 "Przeciw" 1
"437" 437 0 233 0 1 233 "Przeciw" 1
"438" 438 0 231 0 3 231 "Przeciw" 1
"439" 439 1 226 0 7 227 "Przeciw" 1
"440" 440 11 220 0 3 231 "Przeciw" 0.95
"441" 441 0 231 0 3 231 "Przeciw" 1
"442" 442 0 233 0 1 233 "Przeciw" 1
"443" 443 0 231 0 3 231 "Przeciw" 1
"444" 444 0 231 0 3 231 "Przeciw" 1
"445" 445 0 230 0 4 230 "Przeciw" 1
"446" 446 0 232 0 2 232 "Przeciw" 1
"447" 447 0 232 0 2 232 "Przeciw" 1
"448" 448 0 233 0 1 233 "Przeciw" 1
"449" 449 0 232 0 2 232 "Przeciw" 1
"450" 450 0 232 0 2 232 "Przeciw" 1
"451" 451 0 230 0 4 230 "Przeciw" 1
"452" 452 0 233 0 1 233 "Przeciw" 1
"453" 453 0 231 0 3 231 "Przeciw" 1
"454" 454 0 233 0 1 233 "Przeciw" 1
"455" 455 0 232 0 2 232 "Przeciw" 1
"456" 456 0 233 0 1 233 "Przeciw" 1
"457" 457 1 231 0 2 232 "Przeciw" 1
"458" 458 0 231 0 3 231 "Przeciw" 1
"459" 459 0 232 0 2 232 "Przeciw" 1
"460" 460 0 232 0 2 232 "Przeciw" 1
"461" 461 0 233 0 1 233 "Przeciw" 1
"462" 462 1 231 0 2 232 "Przeciw" 1
"463" 463 1 231 0 2 232 "Przeciw" 1
"464" 464 0 231 0 3 231 "Przeciw" 1
"465" 465 0 233 0 1 233 "Przeciw" 1
"466" 466 0 233 0 1 233 "Przeciw" 1
"467" 467 0 233 0 1 233 "Przeciw" 1
"468" 468 0 232 0 2 232 "Przeciw" 1
"469" 469 0 231 0 3 231 "Przeciw" 1
"470" 470 0 233 0 1 233 "Przeciw" 1
"471" 471 0 229 0 5 229 "Przeciw" 1
"472" 472 1 231 0 2 232 "Przeciw" 1
"473" 473 0 233 0 1 233 "Przeciw" 1
"474" 474 0 232 0 2 232 "Przeciw" 1
"475" 475 0 232 0 2 232 "Przeciw" 1
"476" 476 0 232 0 2 232 "Przeciw" 1
"477" 477 1 232 0 1 233 "Przeciw" 1
"478" 478 0 233 0 1 233 "Przeciw" 1
"479" 479 0 232 0 2 232 "Przeciw" 1
"480" 480 0 232 0 2 232 "Przeciw" 1
"481" 481 0 232 0 2 232 "Przeciw" 1
"482" 482 0 232 0 2 232 "Przeciw" 1
"483" 483 0 233 0 1 233 "Przeciw" 1
"484" 484 1 221 0 12 222 "Przeciw" 1
"485" 485 3 221 0 10 224 "Przeciw" 0.99
"486" 486 0 213 0 21 213 "Przeciw" 1
"487" 487 0 226 0 8 226 "Przeciw" 1
"488" 488 0 228 0 6 228 "Przeciw" 1
"489" 489 0 225 0 9 225 "Przeciw" 1
"490" 490 0 229 0 5 229 "Przeciw" 1
"491" 491 0 230 1 3 231 "Przeciw" 1
"492" 492 0 231 0 3 231 "Przeciw" 1
"493" 493 0 228 0 6 228 "Przeciw" 1
"494" 494 0 221 0 13 221 "Przeciw" 1
"495" 495 0 232 0 2 232 "Przeciw" 1
"496" 496 0 232 0 2 232 "Przeciw" 1
"497" 497 232 0 0 2 232 "Za" 1
"498" 498 0 232 0 2 232 "Przeciw" 1
"499" 499 230 2 0 2 232 "Za" 0.99
"500" 500 5 227 0 2 232 "Przeciw" 0.98
"501" 501 232 1 0 1 233 "Za" 1
"502" 502 229 3 0 2 232 "Za" 0.99
"503" 503 232 0 0 2 232 "Za" 1
"504" 504 2 230 0 2 232 "Przeciw" 0.99
"505" 505 229 0 0 5 229 "Za" 1
"506" 506 223 8 0 3 231 "Za" 0.97
"507" 507 0 229 0 5 229 "Przeciw" 1
"508" 508 0 232 0 2 232 "Przeciw" 1
"509" 509 0 233 0 1 233 "Przeciw" 1
"510" 510 231 2 0 1 233 "Za" 0.99
"511" 511 0 231 0 3 231 "Przeciw" 1
"512" 512 1 226 0 7 227 "Przeciw" 1
"513" 513 226 5 0 3 231 "Za" 0.98
"514" 514 0 232 0 2 232 "Przeciw" 1
"515" 515 1 231 0 2 232 "Przeciw" 1
"516" 516 4 228 0 2 232 "Przeciw" 0.98
"517" 517 233 0 0 1 233 "Za" 1
"518" 518 0 233 0 1 233 "Przeciw" 1
"519" 519 232 0 0 2 232 "Za" 1
"520" 520 230 1 0 3 231 "Za" 1
"521" 521 229 2 0 3 231 "Za" 0.99
"522" 522 232 0 0 2 232 "Za" 1
"523" 523 0 227 0 7 227 "Przeciw" 1
"524" 524 1 231 0 2 232 "Przeciw" 1
"525" 525 3 226 0 5 229 "Przeciw" 0.99
"526" 526 232 0 0 2 232 "Za" 1
"527" 527 0 233 0 1 233 "Przeciw" 1
"528" 528 232 1 0 1 233 "Za" 1
"529" 529 1 231 0 2 232 "Przeciw" 1
"530" 530 0 232 0 2 232 "Przeciw" 1
"531" 531 0 232 0 2 232 "Przeciw" 1
"532" 532 0 229 0 5 229 "Przeciw" 1
"533" 533 0 232 0 2 232 "Przeciw" 1
"534" 534 0 230 0 4 230 "Przeciw" 1
"535" 535 0 232 0 2 232 "Przeciw" 1
"536" 536 0 231 0 3 231 "Przeciw" 1
"537" 537 0 231 0 3 231 "Przeciw" 1
"538" 538 0 232 0 2 232 "Przeciw" 1
"539" 539 0 231 0 3 231 "Przeciw" 1
"540" 540 1 229 0 4 230 "Przeciw" 1
"541" 541 1 232 0 1 233 "Przeciw" 1
"542" 542 1 232 0 1 233 "Przeciw" 1
"543" 543 0 233 0 1 233 "Przeciw" 1
"544" 544 0 233 0 1 233 "Przeciw" 1
"545" 545 0 232 0 2 232 "Przeciw" 1
"546" 546 1 232 0 1 233 "Przeciw" 1
"547" 547 0 233 0 1 233 "Przeciw" 1
"548" 548 0 232 0 2 232 "Przeciw" 1
"549" 549 0 231 0 3 231 "Przeciw" 1
"550" 550 0 232 0 2 232 "Przeciw" 1
"551" 551 0 229 0 5 229 "Przeciw" 1
"552" 552 0 232 0 2 232 "Przeciw" 1
"553" 553 0 231 0 3 231 "Przeciw" 1
